"car_id","detail_id","Car_name","color","car_type","price"
"589","589","BMW Z4","gray","hatchback","129980"
"590","590","Honda CRV","yellow","hatchback","211158"
"591","591","Tata Nexon EV","gray","cross-over","156836"
"592","592","Volvo S60","red","hatchback","375496"
"593","593","volkswagen polo","blue","luxury","167615"
"594","594","Honda City","green","luxury","239960"
"595","595","Mahindra Scorpio","blue","cross-over","325880"
"596","596","Skoda Rapid","blue","hatchback","478140"
"597","597","Jeep Wrangler","yellow","sports","350038"
"598","598","Maruti Swift","yellow","luxury","85597"
"599","599","Tata Harrier","green","sports","88239"
"600","600","Kia Sonet","green","hatchback","286587"
"601","601","Jeep Compass","green","cross-over","23484"
"602","602","Maruti Siaz","white","hatchback","38932"
"603","603","BMW X5","blue","suv","197067"
"604","604","Kia Sonet","red","hatchback","179453"
"605","605","Honda City","red","cross-over","441460"
"606","606","MG ZS EV","yellow","sedan","143437"
"607","607","Audi S5","white","cross-over","11045"
"608","608","Maruti Siaz","blue","sedan","22931"
"609","609","Hyundai i20","yellow","hatchback","266408"
"610","610","Maruti Swift","red","hatchback","89860"
"611","611","BMW X5","white","convertible","304530"
"612","612","Honda City","blue","sedan","286186"
"613","613","Skoda Octavia","yellow","luxury","30740"
"614","614","BMW X5","green","sports","360500"
"615","615","Maruti Siaz","black","hatchback","260374"
"616","616","Maruti Ertiga","gray","luxury","168373"
"617","617","BMW X5","black","luxury","294497"
"618","618","Maruti Siaz","white","sports","243798"
"619","619","BMW X5","red","luxury","292605"
"620","620","Toyota innova","blue","hatchback","169545"
"621","621","Hyundai i20","yellow","luxury","491881"
"622","622","volkswagen polo","green","suv","416231"
"623","623","Mahindra Thar","blue","luxury","468433"
"624","624","Kia Carnival","white","sports","114347"
"625","625","Honda City","black","convertible","298111"
"626","626","Volvo XC 90","black","suv","357371"
"627","627","Ford Ecosport","black","cross-over","103292"
"628","628","Kia Carnival","blue","convertible","352079"
"629","629","Maruti Siaz","gray","sedan","19071"
"630","630","Kia Carnival","blue","sedan","84164"
"631","631","Mahindra XUV500 ","white","sports","259942"
"632","632","Hyundai Creta","white","hatchback","7819"
"633","633","Ford Ecosport","gray","suv","439121"
"634","634","Honda Civic","green","hatchback","114160"
"635","635","Tata Harrier","white","suv","453829"
"636","636","volkswagen passat","blue","convertible","103461"
"637","637","Audi A4","gray","sports","481594"
"638","638","Ford Mustang","white","sports","386507"
"639","639","Maruti Siaz","white","suv","22941"
"640","640","volkswagen polo","white","luxury","209621"
"641","641","MG ZS EV","red","suv","352362"
"642","642","Ford Ecosport","black","cross-over","361056"
"643","643","Kia Carnival","blue","hatchback","161171"
"644","644","Toyota camry","red","luxury","192860"
"645","645","Ford Mustang","black","hatchback","415698"
"646","646","MG Hector","red","sports","291398"
"647","647","Jeep Wrangler","white","hatchback","271633"
"648","648","MG ZS EV","white","luxury","234809"
"649","649","MG ZS EV","blue","sports","462010"
"650","650","Merc E Class","red","cross-over","405072"
"651","651","Tata Harrier","gray","sports","46336"
"652","652","Audi A4","red","sports","117746"
"653","653","Mahindra Thar","green","sedan","324119"
"654","654","Jeep Wrangler","blue","hatchback","174907"
"655","655","Tata Harrier","red","convertible","141715"
"656","656","Hyundai Creta","yellow","sports","179246"
"657","657","Hyundai Kona EV","white","cross-over","194719"
"658","658","Tata Harrier","blue","sedan","310260"
"659","659","volkswagen passat","green","sports","158890"
"660","660","BMW M3","gray","luxury","167146"
"661","661","Honda CRV","yellow","sedan","40946"
"662","662","Kia Carnival","white","sedan","241693"
"663","663","MG Hector","white","suv","137629"
"664","664","BMW X5","black","cross-over","210976"
"665","665","Skoda Octavia","yellow","convertible","384555"
"666","666","Honda Civic","blue","sports","366063"
"667","667","BMW X5","yellow","sedan","73132"
"668","668","Hyundai i20","black","cross-over","419974"
"669","669","Mahindra XUV500 ","black","convertible","424859"
"670","670","Tata Harrier","black","convertible","396054"
"671","671","Merc E Class","green","sedan","106472"
"672","672","volkswagen passat","red","luxury","146128"
"673","673","Kia Carnival","yellow","suv","486942"
"674","674","Maruti Siaz","gray","sports","348685"
"675","675","Jeep Compass","blue","cross-over","100109"
"676","676","MG ZS EV","red","sports","246121"
"677","677","Maruti Siaz","black","hatchback","315373"
"678","678","Merc E Class","white","sports","172105"
"679","679","Skoda Rapid","black","cross-over","170526"
"680","680","Jeep Compass","green","suv","113016"
"681","681","BMW M3","yellow","luxury","229004"
"682","682","Skoda Rapid","white","luxury","375428"
"683","683","Honda CRV","blue","hatchback","134027"
"684","684","Honda City","white","sports","429851"
"685","685","Hyundai i20","red","cross-over","126368"
"686","686","BMW M3","green","cross-over","89301"
"687","687","Mahindra Thar","yellow","hatchback","304758"
"688","688","BMW Z4","yellow","luxury","313458"
"689","689","Honda City","yellow","sports","476522"
"690","690","Honda City","white","sports","314936"
"691","691","BMW Z4","blue","sports","160319"
"692","692","MG ZS EV","green","sedan","213929"
"693","693","Jeep Compass","gray","hatchback","138863"
"694","694","MG ZS EV","black","cross-over","149673"
"695","695","Audi S5","white","sports","90583"
"696","696","volkswagen polo","gray","cross-over","170135"
"697","697","Ford Ecosport","yellow","sedan","414355"
"698","698","Mahindra XUV500 ","black","luxury","107608"
"699","699","Jeep Compass","blue","convertible","320807"
"700","700","Honda City","blue","hatchback","65592"
"701","701","MG ZS EV","gray","sports","353742"
"702","702","Skoda Octavia","black","sedan","353074"
"703","703","Mahindra Thar","yellow","convertible","415040"
"704","704","MG Hector","black","cross-over","356144"
"705","705","Toyota camry","black","luxury","124106"
"706","706","BMW M3","gray","luxury","465495"
"707","707","Toyota innova","blue","sedan","215247"
"708","708","MG Hector","yellow","sports","89151"
"709","709","BMW M3","black","cross-over","368977"
"710","710","Tata Nexon EV","white","convertible","337394"
"711","711","Audi S5","white","cross-over","267784"
"712","712","Hyundai i20","red","hatchback","149897"
"713","713","volkswagen polo","white","cross-over","430927"
"714","714","Skoda Rapid","blue","luxury","116455"
"715","715","Honda City","white","cross-over","198274"
"716","716","Hyundai i20","gray","sports","205690"
"717","717","Merc GLS","gray","sedan","316328"
"718","718","Kia Sonet","black","sedan","169509"
"719","719","Jeep Compass","red","cross-over","108508"
"720","720","Hyundai Kona EV","green","hatchback","491120"
"721","721","volkswagen passat","yellow","luxury","339322"
"722","722","Skoda Rapid","black","sedan","160820"
"723","723","Toyota camry","green","suv","278282"
"724","724","Mahindra Thar","white","hatchback","137347"
"725","725","volkswagen polo","white","sedan","26673"
"726","726","BMW M3","yellow","sports","186978"
"727","727","MG Hector","yellow","sedan","104188"
"728","728","Kia Sonet","green","suv","279456"
"729","729","Merc E Class","red","suv","62982"
"730","730","Toyota innova","red","hatchback","154195"
"731","731","BMW M3","yellow","cross-over","487348"
"732","732","Mahindra Scorpio","white","luxury","74905"
"733","733","Mahindra XUV500 ","white","sports","344806"
"734","734","Volvo S60","black","sports","63239"
"735","735","volkswagen polo","white","hatchback","17074"
"736","736","Skoda Rapid","red","hatchback","464331"
"737","737","Honda City","gray","sedan","478060"
"738","738","Jeep Compass","black","hatchback","37971"
"739","739","Hyundai Kona EV","gray","sports","194691"
"740","740","Kia Carnival","red","cross-over","276981"
"741","741","Mahindra Thar","green","sports","133070"
"742","742","BMW X5","white","sports","258923"
"743","743","Audi Q7","red","convertible","340589"
"744","744","volkswagen passat","green","hatchback","123698"
"745","745","BMW Z4","green","sports","446836"
"746","746","Honda Civic","gray","cross-over","321962"
"747","747","MG ZS EV","blue","hatchback","222450"
"748","748","BMW X5","red","luxury","94775"
"749","749","Mahindra XUV500 ","yellow","sedan","79687"
"750","750","Tata Harrier","white","cross-over","197650"
"751","751","Ford Ecosport","yellow","sports","104705"
"752","752","Hyundai Creta","gray","sports","413031"
"753","753","Jeep Compass","white","sedan","257511"
"754","754","Mahindra XUV500 ","black","hatchback","256921"
"755","755","Hyundai Creta","green","cross-over","14599"
"756","756","Maruti Siaz","red","hatchback","92210"
"757","757","MG ZS EV","white","sedan","207853"
"758","758","Hyundai Kona EV","green","suv","482247"
"759","759","Mahindra Thar","yellow","sports","369531"
"760","760","Audi Q7","green","sports","399287"
"761","761","Mahindra Thar","yellow","hatchback","283632"
"762","762","Mahindra Scorpio","green","hatchback","343583"
"763","763","Mahindra XUV500 ","blue","sedan","422193"
"764","764","Audi A4","blue","sedan","105911"
"765","765","Tata Harrier","red","luxury","77638"
"766","766","Maruti Siaz","blue","hatchback","281469"
"767","767","Honda Civic","green","convertible","465116"
"768","768","BMW X5","green","hatchback","409829"
"769","769","Skoda Octavia","green","cross-over","160620"
"770","770","Toyota camry","green","cross-over","477341"
"771","771","Mahindra Scorpio","yellow","suv","425790"
"772","772","Mahindra XUV500 ","red","convertible","216277"
"773","773","Hyundai Kona EV","white","cross-over","366613"
"774","774","Mahindra XUV500 ","blue","cross-over","242283"
"775","775","Audi S5","green","sedan","293309"
"776","776","Honda CRV","white","hatchback","172274"
"777","777","Honda City","red","sports","381356"
"778","778","Honda CRV","yellow","cross-over","482789"
"779","779","volkswagen passat","gray","hatchback","96662"
"780","780","Hyundai Creta","gray","luxury","476345"
"781","781","Jeep Wrangler","green","luxury","328393"
"782","782","Toyota camry","white","luxury","56030"
"783","783","Skoda Octavia","white","cross-over","482658"
"784","784","Ford Ecosport","blue","cross-over","24914"
"785","785","Ford Ecosport","gray","sedan","220231"
"786","786","volkswagen passat","blue","sedan","328921"
"787","787","Honda CRV","green","luxury","283031"
"788","788","Toyota camry","blue","cross-over","156082"
"789","789","Volvo S60","blue","sedan","457791"
"790","790","Maruti Siaz","green","luxury","384964"
"791","791","BMW Z4","black","sedan","141552"
"792","792","BMW M3","black","convertible","131752"
"793","793","volkswagen passat","green","suv","251811"
"794","794","Merc GLS","red","sedan","292303"
"795","795","Toyota innova","red","cross-over","156087"
"796","796","Kia Carnival","yellow","sedan","153277"
"797","797","Kia Carnival","black","luxury","124645"
"798","798","volkswagen passat","red","luxury","60104"
"799","799","Hyundai Creta","gray","convertible","207298"
"800","800","Audi Q7","blue","cross-over","142036"
"801","801","MG ZS EV","gray","cross-over","296515"
"802","802","Jeep Wrangler","blue","sports","17577"
"803","803","volkswagen passat","white","luxury","111272"
"804","804","Maruti Siaz","gray","suv","464124"
"805","805","MG ZS EV","gray","sedan","236140"
"806","806","Mahindra Thar","gray","sedan","236345"
"807","807","Skoda Rapid","white","hatchback","490005"
"808","808","Honda CRV","red","cross-over","109830"
"809","809","Merc E Class","red","hatchback","172949"
"810","810","Maruti Siaz","white","cross-over","20765"
"811","811","Merc GLS","green","cross-over","288307"
"812","812","Volvo S60","blue","luxury","265276"
"813","813","Ford Ecosport","white","cross-over","139575"
"814","814","Toyota innova","white","luxury","110260"
"815","815","MG Hector","red","cross-over","30759"
"816","816","Maruti Ertiga","black","sedan","312352"
"817","817","Maruti Ertiga","black","convertible","271930"
"818","818","Skoda Rapid","blue","cross-over","285732"
"819","819","Maruti Swift","white","luxury","85037"
"820","820","Kia Sonet","black","cross-over","385775"
"821","821","MG ZS EV","blue","suv","374496"
"822","822","Honda Civic","white","luxury","349672"
"823","823","volkswagen polo","yellow","cross-over","298156"
"824","824","Honda City","gray","convertible","168686"
"825","825","Mahindra XUV500 ","red","luxury","359396"
"826","826","Volvo S60","white","hatchback","180074"
"827","827","Volvo S60","red","hatchback","24169"
"828","828","Volvo XC 90","green","hatchback","423451"
"829","829","Honda Civic","red","hatchback","404131"
"830","830","volkswagen polo","green","cross-over","171209"
"831","831","volkswagen passat","yellow","convertible","275113"
"832","832","Merc E Class","gray","sports","327603"
"833","833","Maruti Siaz","blue","cross-over","37068"
"834","834","Honda City","black","hatchback","103025"
"835","835","Skoda Octavia","green","suv","10831"
"836","836","Ford Ecosport","red","sports","170565"
"837","837","Kia Carnival","white","luxury","233573"
"838","838","Tata Nexon EV","white","hatchback","266445"
"839","839","Honda Civic","gray","sedan","95913"
"840","840","Hyundai Kona EV","gray","hatchback","63457"
"841","841","Ford Mustang","gray","sports","344765"
"842","842","Honda Civic","black","hatchback","106058"
"843","843","BMW M3","blue","hatchback","469623"
"844","844","Kia Carnival","gray","suv","211839"
"845","845","Kia Carnival","white","hatchback","107955"
"846","846","Jeep Wrangler","green","cross-over","177539"
"847","847","Audi A4","green","hatchback","485903"
"848","848","volkswagen polo","gray","sports","387910"
"849","849","MG ZS EV","yellow","cross-over","100950"
"850","850","Hyundai Kona EV","blue","hatchback","358311"
"851","851","Mahindra XUV500 ","red","cross-over","417819"
"852","852","Ford Ecosport","green","luxury","181453"
"853","853","Tata Harrier","green","sedan","344667"
"854","854","Hyundai Kona EV","white","sedan","448284"
"855","855","Mahindra Thar","red","cross-over","331450"
"856","856","volkswagen polo","red","cross-over","119364"
"857","857","Jeep Compass","gray","hatchback","103728"
"858","858","Volvo XC 90","yellow","hatchback","409510"
"859","859","Jeep Compass","gray","cross-over","148627"
"860","860","Skoda Octavia","yellow","cross-over","343439"
"861","861","Maruti Swift","blue","cross-over","236527"
"862","862","Maruti Siaz","gray","sedan","449373"
"863","863","Ford Mustang","black","luxury","264013"
"864","864","Ford Mustang","yellow","hatchback","40451"
"865","865","Jeep Compass","green","convertible","485827"
"866","866","Jeep Compass","white","sports","18685"
"867","867","Kia Carnival","blue","hatchback","309350"
"868","868","Kia Carnival","black","luxury","492124"
"869","869","Tata Nexon EV","yellow","sports","96713"
"870","870","Maruti Siaz","white","sports","358349"
"871","871","Honda CRV","black","sedan","136734"
"872","872","Kia Sonet","white","hatchback","389892"
"873","873","Hyundai Kona EV","black","sports","424085"
"874","874","Maruti Swift","white","luxury","66204"
"875","875","Hyundai i20","black","luxury","424675"
"876","876","volkswagen polo","white","sports","427966"
"877","877","Skoda Rapid","red","hatchback","82581"
"878","878","Skoda Rapid","green","hatchback","163203"
"879","879","Honda CRV","white","sports","314973"
"880","880","Hyundai Creta","yellow","suv","156742"
"881","881","Maruti Swift","black","convertible","304581"
"882","882","Toyota innova","gray","suv","216476"
"883","883","Skoda Octavia","red","hatchback","89155"
"884","884","Ford Ecosport","green","cross-over","210268"
"885","885","Skoda Rapid","yellow","suv","400395"
"886","886","Audi A4","gray","sports","294255"
"887","887","Jeep Wrangler","black","sedan","219760"
"888","888","Audi S5","green","convertible","213996"
"889","889","Volvo XC 90","black","cross-over","157995"
"890","890","Toyota innova","black","convertible","315357"
"891","891","Mahindra XUV500 ","blue","cross-over","398206"
"892","892","Honda CRV","black","luxury","269901"
"893","893","Maruti Ertiga","gray","suv","432892"
"894","894","BMW X5","yellow","luxury","104902"
"895","895","Mahindra XUV500 ","red","cross-over","170876"
"896","896","Audi A4","red","sedan","103532"
"897","897","Honda City","green","sports","180565"
"898","898","Audi S5","white","sedan","292240"
"899","899","Skoda Octavia","green","sedan","91150"
"900","900","Maruti Ertiga","black","sedan","118894"
"901","901","Toyota innova","black","hatchback","150767"
"902","902","Hyundai Creta","blue","sports","60078"
"903","903","Audi A4","blue","luxury","237141"
"904","904","Maruti Siaz","green","sedan","8624"
"905","905","Mahindra Thar","red","sports","105058"
"906","906","Merc GLS","black","sedan","405493"
"907","907","Honda City","black","luxury","83168"
"908","908","Audi Q7","gray","luxury","414765"
"909","909","Hyundai i20","red","sports","492269"
"910","910","Tata Harrier","blue","suv","351243"
"911","911","Ford Mustang","white","sports","228957"
"912","912","Maruti Ertiga","white","sports","413613"
"913","913","volkswagen polo","green","sports","437207"
"914","914","BMW Z4","gray","luxury","352358"
"915","915","Volvo XC 90","blue","cross-over","303194"
"916","916","BMW Z4","white","luxury","318818"
"917","917","volkswagen polo","red","hatchback","119333"
"918","918","Honda City","yellow","luxury","390283"
"919","919","BMW M3","black","suv","250476"
"920","920","MG ZS EV","green","luxury","316357"
"921","921","Mahindra XUV500 ","green","cross-over","112999"
"922","922","Merc E Class","red","sports","80259"
"923","923","Toyota innova","black","suv","450048"
"924","924","Jeep Wrangler","gray","hatchback","295796"
"925","925","Tata Nexon EV","red","cross-over","478016"
"926","926","Ford Ecosport","white","sedan","51401"
"927","927","Toyota innova","green","sports","149413"
"928","928","Mahindra Thar","red","sedan","449839"
"929","929","Honda City","black","cross-over","129907"
"930","930","Merc E Class","blue","hatchback","419157"
"931","931","Audi A4","blue","cross-over","429795"
"932","932","Maruti Swift","white","sports","14128"
"933","933","volkswagen passat","white","suv","332510"
"934","934","volkswagen polo","red","hatchback","92932"
"935","935","Audi Q7","black","suv","64768"
"936","936","Hyundai i20","white","hatchback","319149"
"937","937","BMW M3","yellow","luxury","172921"
"938","938","Hyundai i20","black","sedan","47278"
"939","939","Tata Harrier","gray","hatchback","332558"
"940","940","Merc GLS","yellow","suv","192109"
"941","941","Jeep Wrangler","red","suv","478244"
"942","942","Maruti Ertiga","red","convertible","302857"
"943","943","Hyundai Kona EV","white","convertible","6804"
"944","944","Honda CRV","white","hatchback","298823"
"945","945","Honda City","white","sedan","321519"
"946","946","volkswagen passat","black","luxury","201095"
"947","947","Volvo XC 90","gray","convertible","339462"
"948","948","Hyundai i20","black","sports","439505"
"949","949","Audi Q7","white","convertible","145322"
"950","950","Honda CRV","yellow","hatchback","429054"
"951","951","Volvo S60","black","cross-over","474591"
"952","952","Audi A4","yellow","hatchback","397865"
"953","953","Hyundai i20","gray","luxury","378872"
"954","954","BMW Z4","white","cross-over","423982"
"955","955","Honda CRV","black","suv","405326"
"956","956","Tata Harrier","yellow","luxury","189826"
"957","957","Volvo XC 90","yellow","sedan","185747"
"958","958","Mahindra Thar","gray","cross-over","475728"
"959","959","Skoda Octavia","yellow","sports","218439"
"960","960","Mahindra Thar","blue","hatchback","164652"
"961","961","Skoda Octavia","blue","sedan","230164"
"962","962","Kia Sonet","red","luxury","106358"
"963","963","Honda CRV","gray","suv","47053"
"964","964","MG ZS EV","black","sports","460766"
"965","965","Ford Mustang","gray","sports","35617"
"966","966","BMW X5","yellow","luxury","473100"
"967","967","Skoda Octavia","blue","sedan","498312"
"968","968","Merc GLS","blue","suv","395199"
"969","969","Jeep Compass","blue","cross-over","24092"
"970","970","Honda CRV","white","sports","153937"
"971","971","Honda City","black","convertible","203711"
"972","972","Honda City","black","sports","45168"
"973","973","Jeep Wrangler","gray","hatchback","319458"
"974","974","Kia Sonet","black","cross-over","76093"
"975","975","Kia Sonet","white","sedan","378814"
"976","976","Hyundai Kona EV","yellow","suv","56038"
"977","977","Jeep Compass","yellow","sports","287545"
"978","978","MG Hector","yellow","luxury","373497"
"979","979","MG ZS EV","black","cross-over","183408"
"980","980","Maruti Ertiga","red","sedan","373688"
"981","981","MG ZS EV","yellow","cross-over","258814"
"982","982","Honda CRV","yellow","cross-over","63128"
"983","983","Jeep Compass","black","cross-over","240424"
"984","984","volkswagen passat","black","sports","427180"
"985","985","BMW M3","yellow","sports","342943"
"986","986","Kia Carnival","gray","sedan","479009"
"987","987","Toyota camry","white","luxury","407905"
"988","988","MG ZS EV","blue","luxury","114101"
"989","989","Maruti Siaz","black","hatchback","279488"
"990","990","Audi S5","blue","cross-over","486505"
"991","991","Audi A4","black","convertible","173577"
"992","992","Jeep Compass","yellow","sports","177321"
"993","993","Honda Civic","green","suv","143906"
"994","994","volkswagen passat","blue","suv","305601"
"995","995","Volvo XC 90","white","cross-over","143125"
"996","996","Jeep Compass","red","sedan","137351"
"997","997","Mahindra Thar","red","cross-over","457886"
"998","998","Hyundai Kona EV","yellow","suv","331952"
"999","999","Jeep Compass","gray","cross-over","276813"
"1000","1000","Kia Sonet","gray","suv","318661"
"1001","1001","Audi S5","green","sports","378889"
"1002","1002","Mahindra Scorpio","red","cross-over","268382"
"1003","1003","Toyota camry","black","hatchback","351536"
"1004","1004","Ford Ecosport","red","hatchback","12729"
"1005","1005","BMW M3","blue","suv","396059"
"1006","1006","Audi A4","green","hatchback","287350"
"1007","1007","Toyota innova","yellow","cross-over","437297"
"1008","1008","Volvo S60","blue","sedan","149153"
"1009","1009","Tata Nexon EV","green","hatchback","329951"
"1010","1010","Toyota camry","yellow","luxury","97102"
"1011","1011","Kia Carnival","green","luxury","113849"
"1012","1012","Mahindra Scorpio","white","cross-over","102108"
"1013","1013","Kia Sonet","green","luxury","192094"
"1014","1014","Ford Ecosport","white","luxury","432407"
"1015","1015","Skoda Rapid","white","hatchback","186051"
"1016","1016","Merc E Class","gray","sedan","168873"
"1017","1017","BMW X5","gray","hatchback","438278"
"1018","1018","Hyundai i20","blue","sedan","340922"
"1019","1019","Ford Mustang","yellow","hatchback","262882"
"1020","1020","Maruti Swift","blue","convertible","31208"
"1021","1021","Mahindra Thar","red","suv","43806"
"1022","1022","Audi S5","yellow","luxury","383368"
"1023","1023","Honda Civic","white","hatchback","262551"
"1024","1024","Skoda Octavia","yellow","luxury","115203"
"1025","1025","Audi A4","green","luxury","135094"
"1026","1026","Jeep Compass","yellow","luxury","268467"
"1027","1027","Toyota camry","blue","suv","382273"
"1028","1028","Kia Carnival","gray","sports","446450"
"1029","1029","Tata Harrier","blue","luxury","110063"
"1030","1030","Tata Harrier","white","luxury","34682"
"1031","1031","BMW Z4","green","luxury","497179"
"1032","1032","Honda Civic","red","hatchback","260050"
"1033","1033","Honda CRV","yellow","sports","201986"
"1034","1034","BMW Z4","black","sedan","114132"
"1035","1035","Toyota camry","white","convertible","85492"
"1036","1036","Mahindra XUV500 ","gray","cross-over","106848"
"1037","1037","Jeep Compass","yellow","cross-over","184237"
"1038","1038","Merc E Class","black","cross-over","478544"
"1039","1039","Kia Carnival","white","luxury","343488"
"1040","1040","Mahindra Scorpio","blue","suv","212817"
"1041","1041","Toyota camry","black","sedan","302990"
"1042","1042","Ford Mustang","gray","hatchback","74034"
"1043","1043","Mahindra XUV500 ","red","suv","466955"
"1044","1044","MG ZS EV","white","hatchback","290605"
"1045","1045","BMW M3","yellow","luxury","294937"
"1046","1046","Maruti Siaz","black","hatchback","70859"
"1047","1047","Tata Nexon EV","yellow","convertible","258296"
"1048","1048","Audi S5","green","luxury","459139"
"1049","1049","Jeep Compass","blue","luxury","419251"
"1050","1050","volkswagen polo","gray","cross-over","160065"
"1051","1051","Honda City","blue","sports","17373"
"1052","1052","Kia Sonet","yellow","hatchback","123909"
"1053","1053","Mahindra Thar","gray","luxury","432246"
"1054","1054","Maruti Swift","white","convertible","92006"
"1055","1055","Toyota innova","red","sedan","124996"
"1056","1056","Hyundai i20","white","suv","300708"
"1057","1057","Mahindra Scorpio","green","sedan","324908"
"1058","1058","BMW Z4","black","sports","251731"
"1059","1059","Skoda Rapid","white","suv","205206"
"1060","1060","Jeep Wrangler","white","sedan","82884"
"1061","1061","Toyota camry","green","hatchback","33575"
"1062","1062","Hyundai i20","black","sports","268135"
"1063","1063","volkswagen polo","yellow","cross-over","29537"
"1064","1064","Audi A4","blue","cross-over","164900"
"1065","1065","Kia Sonet","white","suv","25123"
"1066","1066","Tata Nexon EV","gray","cross-over","166244"
"1067","1067","Honda Civic","green","hatchback","62394"
"1068","1068","Ford Ecosport","blue","sedan","159932"
"1069","1069","Hyundai Creta","blue","cross-over","421295"
"1070","1070","MG Hector","blue","cross-over","231905"
"1071","1071","BMW X5","yellow","hatchback","182824"
"1072","1072","Audi A4","gray","luxury","180471"
"1073","1073","Hyundai i20","green","hatchback","127177"
"1074","1074","Audi S5","black","luxury","422952"
"1075","1075","Hyundai i20","red","luxury","344382"
"1076","1076","Skoda Rapid","red","suv","64308"
"1077","1077","Maruti Ertiga","white","luxury","113959"
"1078","1078","Ford Ecosport","green","luxury","157849"
"1079","1079","Audi S5","red","hatchback","305224"
"1080","1080","volkswagen passat","green","sports","446517"
"1081","1081","Merc GLS","red","cross-over","153920"
"1082","1082","volkswagen passat","gray","cross-over","88207"
"1083","1083","Honda CRV","white","luxury","131666"
"1084","1084","Kia Carnival","white","sedan","104958"
"1085","1085","BMW X5","yellow","sedan","299944"
"1086","1086","Jeep Wrangler","blue","convertible","327033"
"1087","1087","Ford Ecosport","black","sports","401408"
"1088","1088","Tata Nexon EV","green","luxury","75777"
"1089","1089","Skoda Rapid","white","luxury","471049"
"1090","1090","BMW M3","black","cross-over","157616"
"1091","1091","Jeep Compass","yellow","cross-over","354840"
"1092","1092","Volvo XC 90","gray","convertible","163225"
"1093","1093","Hyundai Creta","yellow","sports","289408"
"1094","1094","Audi A4","white","cross-over","363260"
"1095","1095","Audi A4","white","cross-over","116447"
"1096","1096","Honda CRV","green","sports","24021"
"1097","1097","Audi Q7","gray","cross-over","461355"
"1098","1098","volkswagen passat","green","hatchback","463542"
"1099","1099","Ford Mustang","white","hatchback","153558"
"1100","1100","Mahindra Scorpio","green","luxury","171388"
"1101","1101","Kia Sonet","black","hatchback","402522"
"1102","1102","Volvo XC 90","green","cross-over","361850"
"1103","1103","volkswagen polo","blue","hatchback","109055"
"1104","1104","Kia Carnival","black","hatchback","338328"
"1105","1105","Ford Ecosport","red","cross-over","495879"
"1106","1106","Honda Civic","white","sedan","150822"
"1107","1107","Toyota innova","gray","cross-over","468436"
"1108","1108","Audi Q7","gray","luxury","287541"
"1109","1109","volkswagen polo","gray","cross-over","233781"
"1110","1110","MG ZS EV","green","sedan","411455"
"1111","1111","Mahindra Scorpio","blue","hatchback","171618"
"1112","1112","Toyota innova","gray","cross-over","208145"
"1113","1113","Honda City","gray","sedan","317830"
"1114","1114","Mahindra Thar","blue","cross-over","297377"
"1115","1115","Maruti Ertiga","gray","suv","341872"
"1116","1116","volkswagen polo","yellow","cross-over","87174"
"1117","1117","BMW M3","green","cross-over","459325"
"1118","1118","Audi S5","black","sports","440643"
"1119","1119","Ford Mustang","black","sedan","24483"
"1120","1120","volkswagen passat","yellow","cross-over","280659"
"1121","1121","Tata Nexon EV","blue","hatchback","400662"
"1122","1122","Maruti Ertiga","gray","hatchback","253752"
"1123","1123","Tata Harrier","blue","cross-over","425988"
"1124","1124","Jeep Wrangler","red","cross-over","57493"
"1125","1125","Audi S5","yellow","luxury","97769"
"1126","1126","Jeep Compass","red","sports","422352"
"1127","1127","Jeep Wrangler","black","luxury","326379"
"1128","1128","Honda City","gray","cross-over","398830"
"1129","1129","Ford Mustang","green","sports","318873"
"1130","1130","Audi A4","red","luxury","69148"
"1131","1131","Kia Sonet","yellow","sports","326827"
"1132","1132","Kia Carnival","gray","luxury","201750"
"1133","1133","Merc E Class","blue","convertible","388454"
"1134","1134","Maruti Siaz","green","luxury","29478"
"1135","1135","MG Hector","green","hatchback","115295"
"1136","1136","Merc E Class","green","suv","477381"
"1137","1137","Kia Sonet","red","hatchback","319040"
"1138","1138","Kia Carnival","gray","cross-over","74703"
"1139","1139","Ford Ecosport","white","sports","68605"
"1140","1140","Toyota innova","red","suv","19223"
"1141","1141","Tata Nexon EV","green","luxury","417137"
"1142","1142","Hyundai Kona EV","blue","sedan","454999"
"1143","1143","Volvo S60","gray","hatchback","423910"
"1144","1144","Merc E Class","yellow","sports","475046"
"1145","1145","Honda CRV","blue","suv","300136"
"1146","1146","Audi Q7","green","luxury","489999"
"1147","1147","Ford Ecosport","yellow","hatchback","222182"
"1148","1148","Merc GLS","gray","sports","74214"
"1149","1149","Toyota innova","white","sports","229491"
"1150","1150","Mahindra Scorpio","green","sports","398934"
"1151","1151","Skoda Rapid","blue","sedan","124449"
"1152","1152","BMW M3","yellow","sedan","160928"
"1153","1153","Hyundai Kona EV","yellow","sports","451140"
"1154","1154","Audi Q7","blue","sports","466962"
"1155","1155","Toyota innova","green","luxury","270063"
"1156","1156","Ford Ecosport","blue","hatchback","16654"
"1157","1157","Kia Carnival","yellow","luxury","490586"
"1158","1158","volkswagen passat","blue","sedan","91637"
"1159","1159","Merc GLS","black","sports","496567"
"1160","1160","Toyota innova","gray","cross-over","16828"
"1161","1161","Tata Harrier","black","sports","322730"
"1162","1162","Audi Q7","black","convertible","382112"
"1163","1163","Jeep Compass","red","sedan","459968"
"1164","1164","Mahindra XUV500 ","white","sedan","423687"
