"details_id","year_of_manuf","fuel_type","no_of_seats","transmission_type"
"798","2013","Diesel","6","Manual"
"799","2016","CNG","8","Manual"
"800","2016","Diesel","6","Manual"
"801","2016","Diesel","7","Auto"
"802","2017","Petrol","6","Manual"
"803","2016","Diesel","5","Manual"
"804","2015","CNG","6","Manual"
"805","2019","CNG","8","Manual"
"806","2016","Petrol","6","Auto"
"807","2016","Electric","4","Auto"
"808","2013","Diesel","6","Auto"
"809","2018","Diesel","4","Auto"
"810","2018","CNG","5","Manual"
"811","2019","Petrol","5","Auto"
"812","2016","CNG","7","Manual"
"813","2013","Diesel","4","Manual"
"814","2014","CNG","5","Manual"
"815","2017","CNG","4","Auto"
"816","2018","CNG","6","Manual"
"817","2012","CNG","7","Manual"
"818","2016","Diesel","4","Auto"
"819","2016","Petrol","5","Manual"
"820","2019","Diesel","5","Auto"
"821","2016","Diesel","7","Manual"
"822","2013","Diesel","5","Auto"
"823","2015","Electric","5","Manual"
"824","2019","CNG","6","Manual"
"825","2019","CNG","8","Manual"
"826","2020","CNG","7","Auto"
"827","2015","CNG","4","Auto"
"828","2020","Diesel","6","Manual"
"829","2019","CNG","5","Manual"
"830","2018","CNG","7","Manual"
"831","2017","Petrol","7","Manual"
"832","2019","Petrol","6","Manual"
"833","2017","Diesel","7","Manual"
"834","2016","Diesel","7","Auto"
"835","2016","Electric","5","Auto"
"836","2016","CNG","8","Manual"
"837","2019","Diesel","7","Manual"
"838","2015","CNG","5","Auto"
"839","2014","Electric","7","Manual"
"840","2018","CNG","7","Manual"
"841","2020","CNG","5","Manual"
"842","2015","Petrol","5","Auto"
"843","2016","Petrol","5","Manual"
"844","2013","Electric","7","Auto"
"845","2013","CNG","5","Manual"
"846","2014","Electric","5","Manual"
"847","2019","Diesel","6","Manual"
"848","2013","Electric","5","Manual"
"849","2013","Electric","5","Auto"
"850","2014","CNG","5","Auto"
"851","2014","Petrol","6","Auto"
"852","2017","Diesel","6","Manual"
"853","2017","Diesel","7","Manual"
"854","2020","CNG","7","Manual"
"855","2015","Diesel","7","Manual"
"856","2018","Electric","5","Auto"
"857","2016","Diesel","5","Auto"
"858","2014","Electric","7","Manual"
"859","2015","CNG","7","Auto"
"860","2020","Diesel","6","Manual"
"861","2014","Petrol","8","Manual"
"862","2017","CNG","5","Auto"
"863","2013","Diesel","6","Manual"
"864","2013","Electric","8","Manual"
"865","2018","CNG","6","Manual"
"866","2019","Diesel","7","Auto"
"867","2013","CNG","7","Auto"
"868","2013","CNG","7","Manual"
"869","2013","Diesel","8","Manual"
"870","2015","CNG","6","Manual"
"871","2015","Diesel","6","Auto"
"872","2016","Diesel","6","Manual"
"873","2013","Diesel","6","Auto"
"874","2014","Diesel","6","Auto"
"875","2014","Petrol","5","Manual"
"876","2020","Petrol","5","Manual"
"877","2012","Petrol","7","Manual"
"878","2016","Diesel","7","Auto"
"879","2015","Petrol","7","Manual"
"880","2018","Diesel","8","Auto"
"881","2014","Electric","6","Manual"
"882","2018","Diesel","7","Manual"
"883","2014","Electric","6","Auto"
"884","2019","CNG","5","Manual"
"885","2018","CNG","7","Manual"
"886","2015","Petrol","6","Manual"
"887","2012","Petrol","6","Manual"
"888","2019","CNG","7","Manual"
"889","2018","Petrol","6","Auto"
"890","2019","CNG","8","Auto"
"891","2017","Diesel","7","Auto"
"892","2019","CNG","8","Manual"
"893","2017","Diesel","8","Manual"
"894","2017","Electric","5","Auto"
"895","2013","CNG","7","Manual"
"896","2013","Diesel","8","Manual"
"897","2019","CNG","7","Auto"
"898","2013","Electric","7","Manual"
"899","2015","CNG","6","Manual"
"900","2017","CNG","5","Auto"
"901","2015","CNG","5","Manual"
"902","2014","Diesel","8","Manual"
"903","2016","Petrol","5","Auto"
"904","2018","Petrol","6","Manual"
"905","2018","Petrol","5","Manual"
"906","2019","Electric","6","Manual"
"907","2017","CNG","5","Auto"
"908","2019","Diesel","8","Manual"
"909","2017","Petrol","4","Auto"
"910","2018","CNG","5","Manual"
"911","2020","Diesel","6","Manual"
"912","2018","Petrol","6","Auto"
"913","2014","CNG","5","Manual"
"914","2020","Electric","6","Manual"
"915","2016","CNG","4","Auto"
"916","2014","CNG","8","Manual"
"917","2019","CNG","7","Auto"
"918","2015","Diesel","7","Manual"
"919","2014","CNG","7","Manual"
"920","2018","Diesel","7","Auto"
"921","2018","CNG","6","Manual"
"922","2018","Diesel","5","Auto"
"923","2019","CNG","4","Manual"
"924","2015","Diesel","5","Auto"
"925","2013","Diesel","8","Auto"
"926","2019","Electric","8","Manual"
"927","2017","CNG","4","Manual"
"928","2019","Petrol","7","Auto"
"929","2015","Diesel","6","Manual"
"930","2018","CNG","7","Auto"
"931","2014","Petrol","7","Manual"
"932","2016","Electric","7","Auto"
"933","2016","Diesel","8","Auto"
"934","2012","Diesel","7","Auto"
"935","2018","CNG","7","Manual"
"936","2016","Petrol","4","Auto"
"937","2018","CNG","6","Auto"
"938","2013","Petrol","7","Manual"
"939","2019","CNG","5","Manual"
"940","2018","Diesel","6","Manual"
"941","2013","Diesel","5","Auto"
"942","2018","Diesel","4","Auto"
"943","2019","Diesel","5","Manual"
"944","2018","Diesel","8","Manual"
"945","2017","CNG","6","Manual"
"946","2013","Electric","7","Auto"
"947","2018","Diesel","5","Auto"
"948","2016","CNG","7","Auto"
"949","2017","Diesel","7","Auto"
"950","2017","Diesel","6","Manual"
"951","2018","Diesel","6","Auto"
"952","2015","Diesel","7","Manual"
"953","2016","Petrol","7","Manual"
"954","2013","Petrol","8","Auto"
"955","2017","CNG","6","Manual"
"956","2017","Diesel","5","Auto"
"957","2015","Diesel","7","Manual"
"958","2019","CNG","4","Auto"
"959","2020","CNG","5","Manual"
"960","2014","Diesel","4","Auto"
"961","2013","Electric","4","Auto"
"962","2016","CNG","6","Manual"
"963","2016","Diesel","7","Auto"
"964","2016","CNG","7","Auto"
"965","2019","Diesel","5","Auto"
"966","2014","Diesel","5","Auto"
"967","2020","CNG","5","Auto"
"968","2017","Diesel","6","Auto"
"969","2014","CNG","4","Manual"
"970","2015","CNG","6","Auto"
"971","2013","Electric","6","Manual"
"972","2012","Petrol","4","Manual"
"973","2016","Diesel","5","Manual"
"974","2014","Electric","5","Auto"
"975","2019","Diesel","5","Auto"
"976","2015","Petrol","7","Manual"
"977","2016","Petrol","5","Auto"
"978","2014","Electric","4","Manual"
"979","2013","Diesel","6","Manual"
"980","2013","CNG","8","Manual"
"981","2017","CNG","8","Auto"
"982","2015","Electric","4","Manual"
"983","2013","Diesel","7","Auto"
"984","2020","Petrol","8","Auto"
"985","2016","Petrol","5","Manual"
"986","2016","Diesel","6","Auto"
"987","2014","Electric","7","Manual"
"988","2016","Diesel","7","Auto"
"989","2019","CNG","6","Manual"
"990","2014","CNG","6","Manual"
"991","2018","Petrol","5","Auto"
"992","2019","Petrol","7","Manual"
"993","2018","Electric","8","Auto"
"994","2018","CNG","5","Manual"
"995","2013","Diesel","6","Manual"
"996","2019","Electric","5","Manual"
"997","2013","Diesel","4","Auto"
"998","2019","Diesel","6","Manual"
"999","2015","CNG","7","Manual"
"1000","2016","Electric","5","Manual"
"1001","2020","Petrol","5","Auto"
"1002","2013","CNG","8","Manual"
"1003","2019","CNG","7","Manual"
"1004","2018","Petrol","5","Auto"
"1005","2018","Petrol","7","Auto"
"1006","2018","Diesel","6","Auto"
"1007","2018","Diesel","6","Manual"
"1008","2013","Electric","7","Manual"
"1009","2013","Diesel","8","Manual"
"1010","2015","Diesel","6","Auto"
"1011","2012","Diesel","6","Manual"
"1012","2020","Diesel","5","Auto"
"1013","2015","Diesel","7","Auto"
"1014","2014","Diesel","8","Manual"
"1015","2014","Electric","6","Auto"
"1016","2016","Diesel","7","Auto"
"1017","2018","Electric","7","Manual"
"1018","2019","Diesel","4","Manual"
"1019","2020","CNG","6","Manual"
"1020","2014","Diesel","7","Manual"
"1021","2018","CNG","8","Manual"
"1022","2014","Diesel","5","Manual"
"1023","2015","Petrol","5","Manual"
"1024","2015","Diesel","7","Auto"
"1025","2013","CNG","8","Auto"
"1026","2020","CNG","5","Manual"
"1027","2013","Diesel","6","Auto"
"1028","2018","Electric","7","Auto"
"1029","2016","CNG","8","Auto"
"1030","2015","Petrol","8","Manual"
"1031","2018","Diesel","5","Auto"
"1032","2014","CNG","6","Auto"
"1033","2014","Electric","6","Manual"
"1034","2015","CNG","7","Auto"
"1035","2012","CNG","7","Auto"
"1036","2017","Petrol","8","Manual"
"1037","2013","Petrol","6","Manual"
"1038","2018","Diesel","6","Auto"
"1039","2019","Petrol","7","Auto"
"1040","2019","Electric","5","Manual"
"1041","2016","CNG","5","Manual"
"1042","2019","Diesel","5","Auto"
"1043","2017","CNG","5","Manual"
"1044","2020","Diesel","7","Manual"
"1045","2015","Petrol","7","Manual"
"1046","2019","CNG","7","Manual"
"1047","2014","Petrol","4","Manual"
"1048","2015","Diesel","6","Manual"
"1049","2019","CNG","5","Auto"
"1050","2017","Electric","7","Manual"
"1051","2015","CNG","7","Auto"
"1052","2017","Diesel","5","Manual"
"1053","2014","Diesel","6","Manual"
"1054","2014","Diesel","7","Manual"
"1055","2013","Petrol","5","Manual"
"1056","2016","Diesel","7","Manual"
"1057","2015","CNG","4","Auto"
"1058","2015","Diesel","5","Auto"
"1059","2014","Diesel","4","Manual"
"1060","2015","Electric","6","Manual"
"1061","2014","Electric","6","Manual"
"1062","2015","CNG","4","Auto"
"1063","2017","Electric","5","Manual"
"1064","2012","CNG","7","Manual"
"1065","2014","Diesel","5","Manual"
"1066","2016","Diesel","8","Auto"
"1067","2017","Electric","6","Manual"
"1068","2014","Diesel","4","Manual"
"1069","2014","Electric","8","Manual"
"1070","2019","Diesel","6","Manual"
"1071","2016","Diesel","6","Auto"
"1072","2012","Diesel","5","Manual"
"1073","2016","CNG","4","Manual"
"1074","2012","Diesel","5","Manual"
"1075","2014","Petrol","7","Auto"
"1076","2015","CNG","6","Manual"
"1077","2018","Diesel","8","Manual"
"1078","2013","Electric","6","Manual"
"1079","2014","Diesel","5","Auto"
"1080","2017","Diesel","5","Auto"
"1081","2012","Petrol","7","Auto"
"1082","2013","Electric","6","Auto"
"1083","2014","CNG","8","Manual"
"1084","2018","CNG","6","Auto"
"1085","2014","Diesel","5","Auto"
"1086","2018","Electric","6","Manual"
"1087","2016","CNG","8","Auto"
"1088","2012","Diesel","7","Auto"
"1089","2013","Diesel","6","Manual"
"1090","2018","Petrol","7","Auto"
"1091","2017","CNG","5","Manual"
"1092","2019","Diesel","6","Auto"
"1093","2013","CNG","7","Manual"
"1094","2019","CNG","6","Auto"
"1095","2012","Petrol","5","Auto"
"1096","2020","Electric","6","Auto"
"1097","2013","CNG","5","Manual"
"1098","2015","Diesel","5","Auto"
"1099","2017","Diesel","7","Manual"
"1100","2019","CNG","8","Manual"
"1101","2016","Electric","5","Manual"
"1102","2014","Electric","4","Manual"
"1103","2019","CNG","5","Auto"
"1104","2014","Diesel","5","Auto"
"1105","2020","Diesel","8","Manual"
"1106","2019","CNG","7","Manual"
"1107","2014","CNG","8","Manual"
"1108","2017","Petrol","7","Auto"
"1109","2020","Diesel","8","Auto"
"1110","2014","Diesel","4","Manual"
"1111","2012","Diesel","8","Auto"
"1112","2012","Diesel","4","Manual"
"1113","2019","Diesel","7","Auto"
"1114","2020","CNG","7","Auto"
"1115","2013","Diesel","5","Auto"
"1116","2019","Petrol","8","Auto"
"1117","2013","CNG","6","Manual"
"1118","2014","Petrol","4","Manual"
"1119","2018","CNG","6","Auto"
"1120","2018","Diesel","6","Manual"
"1121","2013","Petrol","4","Auto"
"1122","2017","Electric","5","Manual"
"1123","2018","Diesel","7","Manual"
"1124","2015","Diesel","6","Manual"
"1125","2013","Diesel","5","Manual"
"1126","2017","Diesel","7","Auto"
"1127","2014","Petrol","8","Manual"
"1128","2016","CNG","6","Manual"
"1129","2014","Petrol","7","Auto"
"1130","2016","CNG","4","Auto"
"1131","2019","Electric","8","Auto"
"1132","2018","Diesel","5","Manual"
"1133","2015","Diesel","4","Manual"
"1134","2018","CNG","5","Manual"
"1135","2015","CNG","7","Auto"
"1136","2013","CNG","8","Manual"
"1137","2016","Diesel","5","Auto"
"1138","2018","Petrol","6","Manual"
"1139","2013","CNG","5","Manual"
"1140","2020","Diesel","6","Manual"
"1141","2016","Diesel","6","Auto"
"1142","2017","CNG","7","Manual"
"1143","2013","CNG","8","Auto"
"1144","2013","Diesel","4","Auto"
"1145","2016","CNG","6","Auto"
"1146","2018","Electric","7","Auto"
"1147","2014","Petrol","6","Auto"
"1148","2019","CNG","7","Auto"
"1149","2016","CNG","4","Manual"
"1150","2014","CNG","7","Manual"
"1151","2018","Diesel","7","Manual"
"1152","2013","Petrol","5","Manual"
"1153","2014","Electric","6","Auto"
"1154","2017","CNG","7","Auto"
"1155","2018","Petrol","7","Auto"
"1156","2020","Petrol","7","Manual"
"1157","2017","Petrol","5","Auto"
"1158","2018","CNG","5","Manual"
"1159","2017","Diesel","7","Manual"
"1160","2014","CNG","5","Auto"
"1161","2018","Diesel","5","Manual"
"1162","2017","Petrol","4","Manual"
"1163","2019","Diesel","7","Manual"
"1164","2015","Electric","4","Auto"
"1165","2012","Electric","6","Auto"
"1166","2015","CNG","5","Manual"
"1167","2020","Electric","6","Auto"
"1168","2019","Electric","7","Manual"
"1169","2014","Diesel","6","Manual"
"1170","2020","Diesel","5","Auto"
"1171","2019","Diesel","5","Manual"
"1172","2020","CNG","5","Auto"
"1173","2019","Electric","5","Auto"
"1174","2017","Electric","5","Auto"
"1175","2012","Diesel","5","Auto"
"1176","2018","Petrol","5","Manual"
"1177","2017","Diesel","8","Auto"
"1178","2012","CNG","7","Manual"
"1179","2017","Diesel","6","Manual"
"1180","2016","CNG","8","Auto"
"1181","2019","Petrol","5","Manual"
"1182","2017","Petrol","7","Auto"
"1183","2014","Electric","5","Manual"
"1184","2017","Petrol","5","Auto"
"1185","2014","Diesel","5","Auto"
"1186","2017","Diesel","6","Manual"
"1187","2018","CNG","5","Auto"
"1188","2016","Diesel","7","Auto"
"1189","2018","Diesel","7","Manual"
"1190","2019","Petrol","6","Auto"
"1191","2018","CNG","5","Manual"
"1192","2019","CNG","4","Manual"
"1193","2014","Electric","5","Auto"
"1194","2016","Diesel","5","Auto"
"1195","2020","Diesel","5","Auto"
"1196","2013","Petrol","6","Auto"
"1197","2014","CNG","5","Manual"
"1198","2012","Diesel","6","Auto"
"1199","2017","Electric","8","Auto"
"1200","2020","Diesel","5","Manual"
"1201","2019","CNG","4","Auto"
"1202","2012","Diesel","7","Manual"
"1203","2019","CNG","5","Auto"
"1204","2016","Diesel","5","Manual"
"1205","2013","Petrol","8","Auto"
"1206","2017","Electric","5","Auto"
"1207","2016","CNG","8","Auto"
"1208","2018","CNG","5","Manual"
"1209","2016","Diesel","5","Auto"
"1210","2018","Electric","8","Auto"
"1211","2017","CNG","7","Auto"
"1212","2016","CNG","5","Manual"
"1213","2016","Diesel","7","Manual"
"1214","2017","Petrol","7","Manual"
"1215","2013","CNG","6","Auto"
"1216","2017","Diesel","5","Manual"
"1217","2015","Diesel","7","Manual"
"1218","2018","CNG","6","Manual"
"1219","2020","CNG","4","Manual"
"1220","2017","Diesel","5","Manual"
"1221","2017","Diesel","5","Manual"
"1222","2017","Diesel","6","Manual"
"1223","2018","CNG","5","Auto"
"1224","2013","Electric","6","Auto"
"1225","2020","Petrol","6","Manual"
"1226","2017","Diesel","6","Manual"
"1227","2017","Electric","8","Manual"
"1228","2014","CNG","5","Manual"
"1229","2017","Diesel","5","Manual"
"1230","2019","Electric","6","Manual"
"1231","2012","CNG","6","Auto"
"1232","2018","CNG","7","Auto"
"1233","2016","Petrol","6","Manual"
"1234","2012","Diesel","8","Auto"
"1235","2014","CNG","6","Manual"
"1236","2017","Diesel","7","Manual"
"1237","2013","Diesel","5","Auto"
"1238","2014","Diesel","7","Manual"
"1239","2020","Diesel","5","Manual"
"1240","2016","Diesel","4","Auto"
"1241","2012","Diesel","8","Manual"
"1242","2016","Diesel","7","Manual"
"1243","2012","Diesel","6","Auto"
"1244","2018","Electric","5","Manual"
"1245","2016","Electric","7","Auto"
"1246","2019","Diesel","7","Auto"
"1247","2018","CNG","7","Auto"
"1248","2020","CNG","4","Manual"
"1249","2016","Diesel","6","Auto"
"1250","2018","Petrol","6","Manual"
"1251","2017","Diesel","4","Auto"
"1252","2015","Diesel","5","Auto"
"1253","2020","Diesel","6","Manual"
"1254","2015","Diesel","6","Auto"
"1255","2012","Diesel","6","Manual"
"1256","2017","Petrol","6","Auto"
"1257","2015","CNG","4","Manual"
"1258","2018","Electric","4","Manual"
"1259","2016","CNG","5","Auto"
"1260","2013","Petrol","6","Auto"
"1261","2015","CNG","5","Auto"
"1262","2014","Petrol","8","Manual"
"1263","2012","CNG","5","Auto"
"1264","2018","Electric","8","Auto"
"1265","2019","Electric","8","Auto"
"1266","2019","Electric","6","Manual"
"1267","2016","CNG","5","Manual"
"1268","2017","Electric","4","Manual"
"1269","2019","Diesel","7","Manual"
"1270","2019","CNG","6","Auto"
"1271","2017","Diesel","6","Auto"
"1272","2013","CNG","4","Manual"
"1273","2013","CNG","6","Auto"
"1274","2018","CNG","6","Auto"
"1275","2015","Diesel","5","Auto"
"1276","2013","Petrol","5","Manual"
"1277","2017","CNG","7","Manual"
"1278","2019","Electric","4","Auto"
"1279","2016","CNG","5","Auto"
"1280","2016","Diesel","7","Auto"
"1281","2016","CNG","6","Auto"
"1282","2018","Electric","6","Auto"
"1283","2015","Electric","7","Manual"
"1284","2013","CNG","8","Auto"
"1285","2012","Petrol","8","Manual"
"1286","2016","Diesel","5","Manual"
"1287","2018","Diesel","4","Manual"
"1288","2015","Diesel","6","Manual"
"1289","2018","Diesel","7","Manual"
"1290","2018","CNG","7","Auto"
"1291","2020","CNG","7","Manual"
"1292","2019","Diesel","7","Manual"
"1293","2013","Electric","5","Auto"
"1294","2013","Petrol","8","Manual"
"1295","2013","Petrol","5","Manual"
"1296","2016","Diesel","5","Auto"
"1297","2019","Petrol","6","Manual"
"1298","2018","CNG","7","Auto"
"1299","2020","CNG","7","Auto"
"1300","2017","Petrol","8","Auto"
"1301","2014","Diesel","5","Manual"
"1302","2019","Diesel","6","Manual"
"1303","2018","CNG","7","Auto"
"1304","2015","CNG","4","Auto"
"1305","2019","Petrol","6","Auto"
"1306","2013","Petrol","5","Manual"
"1307","2019","CNG","8","Manual"
"1308","2016","Diesel","5","Auto"
"1309","2014","Petrol","8","Manual"
"1310","2015","CNG","5","Auto"
"1311","2017","Diesel","8","Auto"
"1312","2017","Petrol","6","Manual"
"1313","2013","Electric","5","Auto"
"1314","2012","CNG","7","Auto"
"1315","2018","Diesel","4","Auto"
"1316","2014","CNG","5","Manual"
"1317","2020","Diesel","4","Manual"
"1318","2019","Diesel","7","Auto"
"1319","2019","Electric","4","Auto"
"1320","2019","Diesel","6","Manual"
"1321","2014","CNG","4","Manual"
"1322","2016","Diesel","6","Manual"
"1323","2016","CNG","8","Manual"
"1324","2015","CNG","4","Auto"
"1325","2016","Diesel","5","Manual"
"1326","2012","Diesel","4","Auto"
"1327","2018","Petrol","6","Auto"
"1328","2014","CNG","5","Auto"
"1329","2018","CNG","5","Manual"
"1330","2013","Electric","6","Auto"
"1331","2013","Diesel","5","Auto"
"1332","2012","CNG","6","Auto"
"1333","2016","Petrol","5","Manual"
"1334","2013","Electric","5","Manual"
"1335","2018","Diesel","6","Auto"
"1336","2020","CNG","7","Manual"
"1337","2013","CNG","4","Manual"
"1338","2018","Diesel","6","Auto"
"1339","2016","Electric","7","Auto"
"1340","2020","Diesel","5","Auto"
"1341","2016","Petrol","6","Manual"
"1342","2014","Diesel","7","Manual"
"1343","2013","Diesel","6","Manual"
"1344","2016","Petrol","5","Auto"
"1345","2019","CNG","6","Auto"
"1346","2019","CNG","6","Manual"
"1347","2014","Electric","5","Manual"
"1348","2013","Diesel","7","Auto"
"1349","2019","CNG","7","Auto"
"1350","2016","Diesel","6","Auto"
"1351","2014","CNG","5","Auto"
"1352","2017","Diesel","5","Auto"
"1353","2017","CNG","7","Auto"
"1354","2015","Electric","6","Manual"
"1355","2015","Petrol","6","Manual"
"1356","2015","Diesel","7","Manual"
"1357","2015","CNG","4","Manual"
"1358","2019","Diesel","5","Manual"
"1359","2012","Petrol","5","Auto"
"1360","2018","CNG","8","Manual"
"1361","2012","Diesel","6","Manual"
"1362","2018","Petrol","4","Manual"
"1363","2019","Diesel","5","Manual"
"1364","2015","Electric","4","Manual"
"1365","2014","Electric","5","Auto"
"1366","2013","Diesel","7","Auto"
"1367","2015","CNG","4","Manual"
"1368","2014","CNG","5","Manual"
"1369","2020","Diesel","5","Auto"
"1370","2017","CNG","4","Auto"
"1371","2016","CNG","7","Manual"
"1372","2020","Electric","6","Manual"
"1373","2018","Electric","6","Auto"
"1374","2019","CNG","6","Auto"
"1375","2019","CNG","8","Auto"
"1376","2012","Electric","6","Auto"
"1377","2019","Petrol","7","Auto"
"1378","2015","CNG","5","Manual"
"1379","2017","Petrol","5","Auto"
"1380","2013","CNG","4","Auto"
"1381","2013","Electric","4","Auto"
"1382","2017","CNG","5","Manual"
"1383","2020","Petrol","7","Manual"
"1384","2018","Diesel","5","Auto"
"1385","2020","Diesel","6","Auto"
"1386","2019","Diesel","5","Auto"
"1387","2015","Diesel","7","Manual"
"1388","2015","Petrol","8","Auto"
"1389","2016","CNG","5","Manual"
"1390","2018","Electric","8","Auto"
"1391","2012","Diesel","7","Auto"
"1392","2017","Petrol","6","Manual"
"1393","2013","Electric","8","Auto"
"1394","2017","Petrol","8","Manual"
"1395","2019","CNG","7","Auto"
"1396","2017","Petrol","5","Manual"
"1397","2017","Petrol","4","Manual"
"1398","2014","Diesel","8","Auto"
"1399","2018","Diesel","5","Manual"
"1400","2015","CNG","5","Auto"
"1401","2014","CNG","4","Manual"
"1402","2020","Petrol","8","Auto"
"1403","2013","Diesel","5","Manual"
"1404","2012","Petrol","7","Manual"
"1405","2015","Diesel","6","Auto"
"1406","2020","CNG","5","Auto"
"1407","2014","Electric","5","Auto"
"1408","2015","CNG","6","Manual"
"1409","2015","Petrol","5","Manual"
"1410","2020","CNG","5","Auto"
"1411","2013","Petrol","5","Manual"
"1412","2015","CNG","6","Auto"
"1413","2013","Electric","6","Manual"
"1414","2018","Petrol","5","Manual"
"1415","2017","Electric","8","Auto"
"1416","2018","Diesel","6","Manual"
"1417","2016","Petrol","5","Auto"
"1418","2013","Petrol","8","Manual"
"1419","2015","CNG","6","Manual"
"1420","2015","Petrol","6","Manual"
"1421","2012","CNG","7","Manual"
"1422","2014","Diesel","7","Manual"
"1423","2014","CNG","5","Manual"
"1424","2014","Diesel","5","Manual"
"1425","2013","CNG","6","Auto"
"1426","2014","Petrol","6","Auto"
"1427","2019","Petrol","5","Auto"
"1428","2013","Petrol","7","Auto"
"1429","2017","CNG","6","Manual"
"1430","2013","Diesel","4","Auto"
"1431","2019","Diesel","4","Auto"
"1432","2016","Diesel","7","Auto"
"1433","2016","Electric","6","Manual"
"1434","2013","CNG","6","Manual"
"1435","2015","CNG","6","Manual"
"1436","2017","CNG","5","Manual"
"1437","2019","Electric","5","Manual"
"1438","2013","CNG","5","Manual"
"1439","2017","Electric","6","Manual"
"1440","2018","CNG","8","Manual"
"1441","2020","Petrol","7","Manual"
"1442","2018","Diesel","6","Manual"
"1443","2012","Diesel","5","Auto"
"1444","2016","Diesel","6","Manual"
"1445","2017","Diesel","7","Auto"
"1446","2013","Diesel","7","Manual"
"1447","2018","Diesel","5","Auto"
"1448","2012","Electric","7","Manual"
"1449","2014","CNG","5","Auto"
"1450","2017","Diesel","8","Manual"
"1451","2019","Petrol","8","Manual"
"1452","2015","Electric","7","Manual"
"1453","2017","CNG","8","Auto"
"1454","2019","Diesel","8","Auto"
"1455","2015","CNG","8","Manual"
"1456","2018","Electric","6","Manual"
"1457","2014","Electric","5","Auto"
"1458","2014","Petrol","7","Auto"
"1459","2019","Diesel","5","Auto"
"1460","2016","CNG","4","Manual"
"1461","2020","CNG","7","Auto"
"1462","2014","CNG","5","Manual"
"1463","2015","Petrol","7","Manual"
"1464","2012","CNG","4","Auto"
"1465","2017","Diesel","6","Auto"
"1466","2013","Diesel","5","Auto"
"1467","2012","CNG","8","Manual"
"1468","2016","Electric","7","Manual"
"1469","2014","CNG","5","Auto"
"1470","2019","CNG","7","Manual"
"1471","2018","Diesel","5","Auto"
"1472","2016","Diesel","5","Manual"
"1473","2018","CNG","4","Manual"
"1474","2016","CNG","6","Auto"
"1475","2019","Diesel","6","Auto"
"1476","2013","CNG","8","Manual"
"1477","2016","CNG","6","Manual"
"1478","2016","Petrol","4","Manual"
"1479","2015","CNG","5","Manual"
"1480","2017","CNG","7","Auto"
"1481","2018","CNG","7","Auto"
"1482","2014","Diesel","4","Manual"
"1483","2018","Diesel","6","Manual"
"1484","2018","Diesel","6","Manual"
"1485","2016","CNG","6","Auto"
"1486","2020","Diesel","4","Auto"
"1487","2012","Diesel","7","Manual"
"1488","2019","CNG","8","Auto"
"1489","2017","CNG","5","Auto"
"1490","2015","Electric","8","Auto"
"1491","2017","CNG","6","Manual"
"1492","2020","Diesel","5","Manual"
"1493","2017","Diesel","4","Manual"
"1494","2019","Diesel","5","Manual"
"1495","2017","Diesel","5","Auto"
"1496","2012","Petrol","6","Auto"
"1497","2012","CNG","7","Auto"
"1498","2018","CNG","4","Manual"
"1499","2017","Diesel","8","Manual"
"1500","2015","Diesel","7","Auto"
"1501","2015","Diesel","7","Manual"
"1502","2014","CNG","6","Auto"
"1503","2020","CNG","7","Auto"
"1504","2012","Diesel","7","Manual"
"1505","2012","Petrol","4","Manual"
"1506","2019","CNG","4","Auto"
"1507","2013","Diesel","6","Manual"
"1508","2017","Diesel","6","Manual"
"1509","2019","Petrol","7","Auto"
"1510","2017","CNG","8","Auto"
"1511","2016","Electric","6","Manual"
"1512","2015","Diesel","6","Auto"
"1513","2017","Petrol","6","Auto"
"1514","2014","Petrol","6","Manual"
"1515","2018","Diesel","4","Manual"
"1516","2014","Diesel","4","Manual"
"1517","2014","Diesel","8","Auto"
"1518","2018","CNG","5","Manual"
"1519","2013","Diesel","6","Manual"
"1520","2014","Diesel","6","Manual"
"1521","2018","Electric","7","Manual"
"1522","2017","CNG","6","Auto"
"1523","2017","CNG","6","Auto"
"1524","2018","Diesel","7","Manual"
"1525","2014","CNG","5","Manual"
"1526","2016","Petrol","8","Auto"
"1527","2017","Diesel","8","Auto"
"1528","2013","Diesel","5","Manual"
"1529","2018","CNG","7","Manual"
"1530","2014","CNG","7","Auto"
"1531","2014","Petrol","7","Manual"
"1532","2016","Petrol","4","Manual"
"1533","2019","Electric","5","Auto"
"1534","2015","Electric","5","Auto"
"1535","2019","Electric","5","Manual"
"1536","2017","Petrol","7","Auto"
"1537","2016","CNG","5","Auto"
"1538","2018","Petrol","8","Manual"
"1539","2015","Diesel","5","Auto"
"1540","2018","CNG","8","Auto"
"1541","2014","Diesel","6","Manual"
"1542","2016","Petrol","8","Manual"
"1543","2019","CNG","6","Auto"
"1544","2016","CNG","6","Auto"
"1545","2018","Electric","5","Auto"
"1546","2014","Petrol","7","Manual"
"1547","2013","Petrol","5","Auto"
"1548","2017","CNG","6","Manual"
"1549","2014","CNG","7","Auto"
"1550","2017","CNG","4","Manual"
"1551","2014","CNG","6","Manual"
"1552","2017","Diesel","5","Manual"
"1553","2014","Electric","5","Auto"
"1554","2013","Petrol","7","Manual"
"1555","2019","Petrol","8","Auto"
"1556","2017","CNG","5","Manual"
"1557","2020","Diesel","4","Auto"
"1558","2018","CNG","6","Manual"
"1559","2017","CNG","6","Auto"
"1560","2013","CNG","5","Manual"
"1561","2018","Petrol","7","Manual"
